InvoiceNo,CustomerID,InvoiceDate,Country,StockCode,Description,Quantity,UnitPrice,Revenue,Date,DateID
547420,15449.0,2011-03-23 10:43:00,United Kingdom,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,16,0.65,10.4,2011-03-23 10:43:00,4044
547428,14870.0,2011-03-23 10:51:00,United Kingdom,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,4.95,14.850000000000001,2011-03-23 10:51:00,4045
547444,12811.0,2011-03-23 10:55:00,Portugal,84279B,CHERRY BLOSSOM DECORATIVE FLASK,4,3.75,15.0,2011-03-23 10:55:00,4046
547485,17019.0,2011-03-23 11:16:00,United Kingdom,22970,LONDON BUS COFFEE MUG,1,2.55,2.55,2011-03-23 11:16:00,4047
547486,13576.0,2011-03-23 11:18:00,United Kingdom,22066,LOVE HEART TRINKET POT,48,1.45,69.6,2011-03-23 11:18:00,4048
547488,13821.0,2011-03-23 11:30:00,United Kingdom,22626,BLACK KITCHEN SCALES,3,8.5,25.5,2011-03-23 11:30:00,4049
547489,17830.0,2011-03-23 11:44:00,United Kingdom,21524,DOORMAT SPOTTY HOME SWEET HOME,4,7.95,31.8,2011-03-23 11:44:00,4050
547490,17507.0,2011-03-23 11:48:00,United Kingdom,21900,"KEY FOB , SHED",8,0.65,5.2,2011-03-23 11:48:00,4051
547491,17096.0,2011-03-23 12:05:00,United Kingdom,72051S,BAG OF SILVER STONES,32,0.42,13.44,2011-03-23 12:05:00,4052
547492,12604.0,2011-03-23 12:06:00,France,22138,BAKING SET 9 PIECE RETROSPOT ,6,4.95,29.700000000000003,2011-03-23 12:06:00,4053
547493,12818.0,2011-03-23 12:06:00,Austria,22582,PACK OF 6 SWEETIE GIFT BOXES,144,2.55,367.2,2011-03-23 12:06:00,4053
547494,18191.0,2011-03-23 12:08:00,United Kingdom,71459,HANGING JAM JAR T-LIGHT HOLDER,36,0.72,25.919999999999998,2011-03-23 12:08:00,4054
547496,18075.0,2011-03-23 12:13:00,United Kingdom,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,12,1.25,15.0,2011-03-23 12:13:00,4055
547497,14461.0,2011-03-23 12:15:00,United Kingdom,90036F,"FLOWER GLASS GARLD NECKL36""TURQUOIS",4,7.95,31.8,2011-03-23 12:15:00,4056
547498,15021.0,2011-03-23 12:24:00,United Kingdom,84519B,CARROT CHARLIE+LOLA COASTER SET,2,2.95,5.9,2011-03-23 12:24:00,4057
547500,13408.0,2011-03-23 12:39:00,United Kingdom,20982,12 PENCILS TALL TUBE SKULLS,24,0.85,20.4,2011-03-23 12:39:00,4058
547501,13408.0,2011-03-23 12:41:00,United Kingdom,23127,DOLLCRAFT GIRL NICOLE,12,4.95,59.400000000000006,2011-03-23 12:41:00,4059
547503,13132.0,2011-03-23 12:44:00,United Kingdom,22041,"RECORD FRAME 7"" SINGLE SIZE ",6,2.1,12.600000000000001,2011-03-23 12:44:00,4060
547504,12683.0,2011-03-23 13:33:00,France,21212,PACK OF 72 RETROSPOT CAKE CASES,24,0.42,10.08,2011-03-23 13:33:00,4061
547507,16859.0,2011-03-23 13:39:00,United Kingdom,22529,MAGIC DRAWING SLATE GO TO THE FAIR ,24,0.42,10.08,2011-03-23 13:39:00,4062
547508,12683.0,2011-03-23 13:39:00,France,22629,SPACEBOY LUNCH BOX ,64,1.95,124.8,2011-03-23 13:39:00,4062
547509,15606.0,2011-03-23 13:42:00,United Kingdom,22726,ALARM CLOCK BAKELIKE GREEN,16,3.75,60.0,2011-03-23 13:42:00,4063
547510,15245.0,2011-03-23 13:42:00,United Kingdom,22487,WHITE WOOD GARDEN PLANT LADDER,4,9.95,39.8,2011-03-23 13:42:00,4063
547511,17411.0,2011-03-23 13:44:00,United Kingdom,84879,ASSORTED COLOUR BIRD ORNAMENT,8,1.69,13.52,2011-03-23 13:44:00,4064
547512,17262.0,2011-03-23 13:46:00,United Kingdom,47566,PARTY BUNTING,100,4.65,465.00000000000006,2011-03-23 13:46:00,4065
547513,17519.0,2011-03-23 13:59:00,United Kingdom,22333,RETROSPOT PARTY BAG + STICKER SET,16,1.65,26.4,2011-03-23 13:59:00,4066
547514,17486.0,2011-03-23 14:00:00,United Kingdom,22497,SET OF 2 TINS VINTAGE BATHROOM ,4,4.25,17.0,2011-03-23 14:00:00,4067
547515,13267.0,2011-03-23 14:02:00,United Kingdom,21668,RED STRIPE CERAMIC DRAWER KNOB,12,1.25,15.0,2011-03-23 14:02:00,4068
547516,15189.0,2011-03-23 14:04:00,United Kingdom,22457,NATURAL SLATE HEART CHALKBOARD ,12,2.95,35.400000000000006,2011-03-23 14:04:00,4069
547517,12395.0,2011-03-23 14:33:00,Belgium,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,20,0.85,17.0,2011-03-23 14:33:00,4070
547518,13694.0,2011-03-23 14:39:00,United Kingdom,20712,JUMBO BAG WOODLAND ANIMALS,100,1.95,195.0,2011-03-23 14:39:00,4071
547519,16308.0,2011-03-23 14:46:00,United Kingdom,16014,SMALL CHINESE STYLE SCISSOR,1000,0.42,420.0,2011-03-23 14:46:00,4072
547520,12564.0,2011-03-23 14:55:00,France,22631,CIRCUS PARADE LUNCH BOX ,12,1.95,23.4,2011-03-23 14:55:00,4073
547521,16713.0,2011-03-23 15:00:00,United Kingdom,21485,RETROSPOT HEART HOT WATER BOTTLE,3,4.25,12.75,2011-03-23 15:00:00,4074
547535,16250.0,2011-03-23 15:07:00,United Kingdom,20719,WOODLAND CHARLOTTE BAG,10,0.72,7.199999999999999,2011-03-23 15:07:00,4075
547537,13534.0,2011-03-23 15:16:00,United Kingdom,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,1.95,19.5,2011-03-23 15:16:00,4076
547538,13534.0,2011-03-23 15:17:00,United Kingdom,21931,JUMBO STORAGE BAG SUKI,10,1.95,19.5,2011-03-23 15:17:00,4077
547539,16943.0,2011-03-23 15:19:00,United Kingdom,22928,YELLOW GIANT GARDEN THERMOMETER,4,5.95,23.8,2011-03-23 15:19:00,4078
547541,14607.0,2011-03-23 15:22:00,United Kingdom,21931,JUMBO STORAGE BAG SUKI,100,1.95,195.0,2011-03-23 15:22:00,4079
547546,13249.0,2011-03-23 15:26:00,United Kingdom,21232,STRAWBERRY CERAMIC TRINKET BOX,144,1.25,180.0,2011-03-23 15:26:00,4080
547548,15644.0,2011-03-23 15:37:00,United Kingdom,22907,PACK OF 20 NAPKINS PANTRY DESIGN,2,0.85,1.7,2011-03-23 15:37:00,4081
547549,14794.0,2011-03-23 15:40:00,United Kingdom,84592,CROCHET ROSE PURSE WITH SUEDE BACK,6,2.95,17.700000000000003,2011-03-23 15:40:00,4082
547550,16839.0,2011-03-23 15:41:00,United Kingdom,84946,ANTIQUE SILVER TEA GLASS ETCHED,72,1.25,90.0,2011-03-23 15:41:00,4083
547553,15644.0,2011-03-23 16:00:00,United Kingdom,22274,FELTCRAFT DOLL EMILY,1,2.95,2.95,2011-03-23 16:00:00,4084
547554,17858.0,2011-03-23 16:22:00,United Kingdom,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,8,12.75,102.0,2011-03-23 16:22:00,4085
547555,14075.0,2011-03-23 16:35:00,United Kingdom,22714,CARD BIRTHDAY COWBOY,12,0.42,5.04,2011-03-23 16:35:00,4086
547556,17250.0,2011-03-23 16:45:00,United Kingdom,21473,SWEETHEART CREAM STEEL TABLE RECT,1,19.95,19.95,2011-03-23 16:45:00,4087
547558,17966.0,2011-03-23 17:25:00,United Kingdom,22710,WRAP I LOVE LONDON ,50,0.42,21.0,2011-03-23 17:25:00,4088
547561,14129.0,2011-03-24 08:44:00,United Kingdom,23127,DOLLCRAFT GIRL NICOLE,4,4.95,19.8,2011-03-24 08:44:00,4089
547562,16525.0,2011-03-24 08:47:00,United Kingdom,21259,VICTORIAN SEWING BOX SMALL ,6,5.95,35.7,2011-03-24 08:47:00,4090
547563,15651.0,2011-03-24 08:56:00,United Kingdom,22716,CARD CIRCUS PARADE,12,0.42,5.04,2011-03-24 08:56:00,4091
547564,17512.0,2011-03-24 09:21:00,United Kingdom,21175,GIN + TONIC DIET METAL SIGN,24,2.1,50.400000000000006,2011-03-24 09:21:00,4092
547565,13035.0,2011-03-24 09:21:00,United Kingdom,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,4,3.75,15.0,2011-03-24 09:21:00,4092
547566,12811.0,2011-03-24 09:42:00,Portugal,POST,POSTAGE,1,18.0,18.0,2011-03-24 09:42:00,4093
547567,17644.0,2011-03-24 09:44:00,United Kingdom,22569,FELTCRAFT CUSHION BUTTERFLY,4,3.75,15.0,2011-03-24 09:44:00,4094
547568,13341.0,2011-03-24 09:50:00,United Kingdom,22424,ENAMEL BREAD BIN CREAM,8,10.95,87.6,2011-03-24 09:50:00,4095
547569,17491.0,2011-03-24 09:50:00,United Kingdom,85054,FRENCH ENAMEL POT W LID,27,2.95,79.65,2011-03-24 09:50:00,4095
547570,13636.0,2011-03-24 09:50:00,United Kingdom,22487,WHITE WOOD GARDEN PLANT LADDER,4,9.95,39.8,2011-03-24 09:50:00,4095
547571,16265.0,2011-03-24 09:52:00,United Kingdom,20726,LUNCH BAG WOODLAND,10,1.65,16.5,2011-03-24 09:52:00,4096
547572,13512.0,2011-03-24 10:03:00,United Kingdom,15056N,EDWARDIAN PARASOL NATURAL,3,5.95,17.85,2011-03-24 10:03:00,4097
547573,12948.0,2011-03-24 10:04:00,United Kingdom,22148,EASTER CRAFT 4 CHICKS ,24,1.95,46.8,2011-03-24 10:04:00,4098
547576,16620.0,2011-03-24 10:37:00,United Kingdom,85099B,JUMBO BAG RED RETROSPOT,10,1.65,16.5,2011-03-24 10:37:00,4099
547577,13183.0,2011-03-24 10:37:00,United Kingdom,82581,TOILET METAL SIGN,12,0.55,6.6000000000000005,2011-03-24 10:37:00,4099
547578,13089.0,2011-03-24 10:38:00,United Kingdom,84946,ANTIQUE SILVER TEA GLASS ETCHED,12,1.25,15.0,2011-03-24 10:38:00,4100
547579,13089.0,2011-03-24 10:40:00,United Kingdom,23076,ICE CREAM SUNDAE LIP GLOSS,48,1.25,60.0,2011-03-24 10:40:00,4101
547580,13488.0,2011-03-24 10:48:00,United Kingdom,22961,JAM MAKING SET PRINTED,12,1.45,17.4,2011-03-24 10:48:00,4102
547583,12901.0,2011-03-24 11:07:00,United Kingdom,22652,TRAVEL SEWING KIT,36,1.65,59.4,2011-03-24 11:07:00,4103
547623,15641.0,2011-03-24 11:29:00,United Kingdom,47580,TEA TIME DES TEA COSY,6,2.55,15.299999999999999,2011-03-24 11:29:00,4104
547639,17698.0,2011-03-24 11:34:00,United Kingdom,22961,JAM MAKING SET PRINTED,12,1.45,17.4,2011-03-24 11:34:00,4105
547644,14267.0,2011-03-24 11:38:00,United Kingdom,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2.55,15.299999999999999,2011-03-24 11:38:00,4106
547645,12676.0,2011-03-24 11:40:00,Sweden,22435,SET OF 9 HEART SHAPED BALLOONS,12,1.25,15.0,2011-03-24 11:40:00,4107
547647,15144.0,2011-03-24 11:43:00,United Kingdom,20727,LUNCH BAG  BLACK SKULL.,10,1.65,16.5,2011-03-24 11:43:00,4108
547648,15144.0,2011-03-24 11:44:00,United Kingdom,22978,PANTRY ROLLING PIN,6,3.75,22.5,2011-03-24 11:44:00,4109
547649,18118.0,2011-03-24 12:02:00,United Kingdom,15056P,EDWARDIAN PARASOL PINK,1,4.6,4.6,2011-03-24 12:02:00,4110
547650,17059.0,2011-03-24 12:08:00,United Kingdom,21165,BEWARE OF THE CAT METAL SIGN ,1,1.69,1.69,2011-03-24 12:08:00,4111
547651,16904.0,2011-03-24 12:11:00,United Kingdom,84795B,SUNSET CHECK HAMMOCK,1,7.95,7.95,2011-03-24 12:11:00,4112
547652,14606.0,2011-03-24 12:15:00,United Kingdom,37450,CERAMIC CAKE BOWL + HANGING CAKES,1,2.95,2.95,2011-03-24 12:15:00,4113
547653,16745.0,2011-03-24 12:21:00,United Kingdom,22356,CHARLOTTE BAG PINK POLKADOT,100,0.85,85.0,2011-03-24 12:21:00,4114
547654,14527.0,2011-03-24 12:32:00,United Kingdom,21245,GREEN POLKADOT PLATE ,1,1.69,1.69,2011-03-24 12:32:00,4115
547655,14267.0,2011-03-24 12:52:00,United Kingdom,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2.55,15.299999999999999,2011-03-24 12:52:00,4116
547656,13263.0,2011-03-24 12:53:00,United Kingdom,82552,WASHROOM METAL SIGN,1,1.45,1.45,2011-03-24 12:53:00,4117
547657,13871.0,2011-03-24 12:58:00,United Kingdom,21534,DAIRY MAID LARGE MILK JUG,3,4.95,14.850000000000001,2011-03-24 12:58:00,4118
547658,13736.0,2011-03-24 13:04:00,United Kingdom,22854,CREAM SWEETHEART EGG HOLDER,2,4.95,9.9,2011-03-24 13:04:00,4119
547659,12434.0,2011-03-24 13:05:00,Australia,20665,RED RETROSPOT PURSE ,6,2.95,17.700000000000003,2011-03-24 13:05:00,4120
547662,14085.0,2011-03-24 13:12:00,United Kingdom,20828,GLITTER BUTTERFLY CLIPS,4,2.55,10.2,2011-03-24 13:12:00,4121
547663,16022.0,2011-03-24 13:16:00,United Kingdom,22660,DOORMAT I LOVE LONDON,1,7.95,7.95,2011-03-24 13:16:00,4122
547664,13069.0,2011-03-24 13:16:00,United Kingdom,20685,DOORMAT RED RETROSPOT,1,7.95,7.95,2011-03-24 13:16:00,4122
547665,14256.0,2011-03-24 13:17:00,United Kingdom,22907,PACK OF 20 NAPKINS PANTRY DESIGN,12,0.85,10.2,2011-03-24 13:17:00,4123
547666,14235.0,2011-03-24 13:23:00,United Kingdom,22502,PICNIC BASKET WICKER SMALL,16,5.95,95.2,2011-03-24 13:23:00,4124
547667,16700.0,2011-03-24 13:25:00,United Kingdom,22978,PANTRY ROLLING PIN,6,3.75,22.5,2011-03-24 13:25:00,4125
547668,14071.0,2011-03-24 13:28:00,United Kingdom,21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,24,1.69,40.56,2011-03-24 13:28:00,4126
547669,12748.0,2011-03-24 13:37:00,United Kingdom,85159A,"BLACK TEA,COFFEE,SUGAR JARS",1,6.35,6.35,2011-03-24 13:37:00,4127
547670,16769.0,2011-03-24 13:41:00,United Kingdom,22363,GLASS JAR MARMALADE ,2,2.95,5.9,2011-03-24 13:41:00,4128
547671,14560.0,2011-03-24 13:45:00,United Kingdom,22215,CAKE STAND WHITE TWO TIER LACE,4,8.5,34.0,2011-03-24 13:45:00,4129
547672,17754.0,2011-03-24 13:54:00,United Kingdom,21500,PINK POLKADOT WRAP ,25,0.42,10.5,2011-03-24 13:54:00,4130
547674,15835.0,2011-03-24 13:59:00,United Kingdom,22568,FELTCRAFT CUSHION OWL,4,3.75,15.0,2011-03-24 13:59:00,4131
547684,12408.0,2011-03-24 14:46:00,Belgium,22099,CARAVAN SQUARE TISSUE BOX,12,1.25,15.0,2011-03-24 14:46:00,4132
547685,12408.0,2011-03-24 14:47:00,Belgium,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,2.95,17.700000000000003,2011-03-24 14:47:00,4133
547686,15513.0,2011-03-24 14:49:00,United Kingdom,21210,SET OF 72 RETROSPOT PAPER  DOILIES,12,1.45,17.4,2011-03-24 14:49:00,4134
547687,15078.0,2011-03-24 14:52:00,United Kingdom,22993,SET OF 4 PANTRY JELLY MOULDS,12,1.25,15.0,2011-03-24 14:52:00,4135
547688,12971.0,2011-03-24 14:54:00,United Kingdom,22084,PAPER CHAIN KIT EMPIRE,40,2.95,118.0,2011-03-24 14:54:00,4136
547689,17757.0,2011-03-24 14:55:00,United Kingdom,21896,POTTING SHED TWINE,1,2.1,2.1,2011-03-24 14:55:00,4137
547690,16063.0,2011-03-24 14:55:00,United Kingdom,22621,TRADITIONAL KNITTING NANCY,12,1.45,17.4,2011-03-24 14:55:00,4137
547691,16767.0,2011-03-24 15:02:00,United Kingdom,23182,TOILET SIGN OCCUPIED OR VACANT,24,0.83,19.919999999999998,2011-03-24 15:02:00,4138
547694,15178.0,2011-03-24 15:12:00,United Kingdom,85099F,JUMBO BAG STRAWBERRY,10,1.95,19.5,2011-03-24 15:12:00,4139
547695,18239.0,2011-03-24 15:15:00,United Kingdom,22229,BUNNY WOODEN PAINTED WITH FLOWER ,12,0.85,10.2,2011-03-24 15:15:00,4140
547697,14348.0,2011-03-24 16:23:00,United Kingdom,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,12,8.5,102.0,2011-03-24 16:23:00,4141
547698,15304.0,2011-03-24 16:30:00,United Kingdom,22423,REGENCY CAKESTAND 3 TIER,4,10.95,43.8,2011-03-24 16:30:00,4142
547702,14911.0,2011-03-24 16:45:00,EIRE,22568,FELTCRAFT CUSHION OWL,12,3.75,45.0,2011-03-24 16:45:00,4143
547703,12540.0,2011-03-24 17:10:00,Spain,16161P,WRAP ENGLISH ROSE ,25,0.42,10.5,2011-03-24 17:10:00,4144
547705,14056.0,2011-03-24 18:20:00,United Kingdom,22845,VINTAGE CREAM CAT FOOD CONTAINER,1,6.35,6.35,2011-03-24 18:20:00,4145
547706,12901.0,2011-03-24 18:25:00,United Kingdom,22900, SET 2 TEA TOWELS I LOVE LONDON ,600,2.95,1770.0,2011-03-24 18:25:00,4146
547707,18008.0,2011-03-24 18:28:00,United Kingdom,22659,LUNCH BOX I LOVE LONDON,300,1.95,585.0,2011-03-24 18:28:00,4147
547708,17450.0,2011-03-24 18:34:00,United Kingdom,22479,DAISY GARDEN MARKER,360,1.25,450.0,2011-03-24 18:34:00,4148
547709,18109.0,2011-03-24 18:43:00,United Kingdom,48187,DOORMAT NEW ENGLAND,2,7.95,15.9,2011-03-24 18:43:00,4149
547712,16905.0,2011-03-24 19:31:00,United Kingdom,84360,TABLE LAMP WHITE SHADE WOOD BASE,5,5.95,29.75,2011-03-24 19:31:00,4150
547713,16458.0,2011-03-25 08:41:00,United Kingdom,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2.55,15.299999999999999,2011-03-25 08:41:00,4151
547714,15815.0,2011-03-25 08:43:00,United Kingdom,23077,DOUGHNUT LIP GLOSS ,100,1.25,125.0,2011-03-25 08:43:00,4152
547715,12520.0,2011-03-25 08:50:00,Germany,84531B,BLUE KNITTED EGG COSY,6,1.95,11.7,2011-03-25 08:50:00,4153
547716,16833.0,2011-03-25 08:52:00,United Kingdom,22719,GUMBALL MONOCHROME COAT RACK,12,1.06,12.72,2011-03-25 08:52:00,4154
547717,16833.0,2011-03-25 08:53:00,United Kingdom,21172,PARTY METAL SIGN ,12,1.45,17.4,2011-03-25 08:53:00,4155
547718,17450.0,2011-03-25 09:39:00,United Kingdom,22702,BLACK AND WHITE CAT BOWL,24,2.1,50.400000000000006,2011-03-25 09:39:00,4156
547719,14404.0,2011-03-25 10:05:00,United Kingdom,22423,REGENCY CAKESTAND 3 TIER,6,10.95,65.69999999999999,2011-03-25 10:05:00,4157
547720,14209.0,2011-03-25 10:08:00,United Kingdom,22829,SWEETHEART WIRE WALL TIDY,2,9.95,19.9,2011-03-25 10:08:00,4158
547721,13000.0,2011-03-25 10:14:00,United Kingdom,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,4.95,14.850000000000001,2011-03-25 10:14:00,4159
547722,12553.0,2011-03-25 10:19:00,France,20973,12 PENCIL SMALL TUBE WOODLAND,24,0.65,15.600000000000001,2011-03-25 10:19:00,4160
547724,13468.0,2011-03-25 10:42:00,United Kingdom,82613B,"METAL SIGN,CUPCAKE SINGLE HOOK",8,1.25,10.0,2011-03-25 10:42:00,4161
547726,16029.0,2011-03-25 10:49:00,United Kingdom,72760B,VINTAGE CREAM 3 BASKET CAKE STAND,16,9.95,159.2,2011-03-25 10:49:00,4162
547727,16029.0,2011-03-25 10:50:00,United Kingdom,22174,PHOTO CUBE,72,1.48,106.56,2011-03-25 10:50:00,4163
547728,16029.0,2011-03-25 10:51:00,United Kingdom,21181,PLEASE ONE PERSON METAL SIGN,48,2.1,100.80000000000001,2011-03-25 10:51:00,4164
547729,15529.0,2011-03-25 10:52:00,United Kingdom,22752,SET 7 BABUSHKA NESTING BOXES,2,7.65,15.3,2011-03-25 10:52:00,4165
547730,14796.0,2011-03-25 11:01:00,United Kingdom,22423,REGENCY CAKESTAND 3 TIER,1,10.95,10.95,2011-03-25 11:01:00,4166
547762,13695.0,2011-03-25 11:31:00,United Kingdom,21143,ANTIQUE GLASS HEART DECORATION ,12,1.95,23.4,2011-03-25 11:31:00,4167
547772,17979.0,2011-03-25 11:34:00,United Kingdom,22421,LIPSTICK PEN FUSCHIA,1,0.42,0.42,2011-03-25 11:34:00,4168
547785,13097.0,2011-03-25 11:41:00,United Kingdom,21745,GAOLERS KEYS DECORATIVE GARDEN ,12,3.75,45.0,2011-03-25 11:41:00,4169
547786,14587.0,2011-03-25 11:44:00,United Kingdom,21754,HOME BUILDING BLOCK WORD,1,5.95,5.95,2011-03-25 11:44:00,4170
547787,13139.0,2011-03-25 11:57:00,United Kingdom,85099F,JUMBO BAG STRAWBERRY,40,1.95,78.0,2011-03-25 11:57:00,4171
547789,14911.0,2011-03-25 12:04:00,EIRE,84692,BOX OF 24 COCKTAIL PARASOLS,25,0.42,10.5,2011-03-25 12:04:00,4172
547790,12545.0,2011-03-25 12:04:00,Spain,21126,SET OF 6 GIRLS CELEBRATION CANDLES,12,1.25,15.0,2011-03-25 12:04:00,4172
547792,17979.0,2011-03-25 12:07:00,United Kingdom,22617,BAKING SET SPACEBOY DESIGN,2,4.25,8.5,2011-03-25 12:07:00,4173
547793,14758.0,2011-03-25 12:10:00,United Kingdom,22180,RETROSPOT LAMP,2,9.95,19.9,2011-03-25 12:10:00,4174
547794,14085.0,2011-03-25 12:13:00,United Kingdom,22334,DINOSAUR PARTY BAG + STICKER SET,6,1.65,9.899999999999999,2011-03-25 12:13:00,4175
547795,14536.0,2011-03-25 12:21:00,United Kingdom,22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,1,0.85,0.85,2011-03-25 12:21:00,4176
547796,14646.0,2011-03-25 12:34:00,Netherlands,21123,SET/10 IVORY POLKADOT PARTY CANDLES,72,1.25,90.0,2011-03-25 12:34:00,4177
547799,17139.0,2011-03-25 12:48:00,United Kingdom,22998,TRAVEL CARD WALLET KEEP CALM,24,0.42,10.08,2011-03-25 12:48:00,4178
547800,14504.0,2011-03-25 12:55:00,United Kingdom,22759,SET OF 3 NOTEBOOKS IN PARCEL,1,1.65,1.65,2011-03-25 12:55:00,4179
547801,14107.0,2011-03-25 12:57:00,United Kingdom,21397,BLUE POLKADOT EGG CUP ,48,1.25,60.0,2011-03-25 12:57:00,4180
547803,13662.0,2011-03-25 13:23:00,United Kingdom,22969,HOMEMADE JAM SCENTED CANDLES,12,1.45,17.4,2011-03-25 13:23:00,4181
547804,16817.0,2011-03-25 13:30:00,United Kingdom,85194L,HANGING SPRING FLOWER EGG LARGE,8,0.85,6.8,2011-03-25 13:30:00,4182
547805,13327.0,2011-03-25 13:35:00,United Kingdom,22430,ENAMEL WATERING CAN CREAM,4,4.95,19.8,2011-03-25 13:35:00,4183
547809,12748.0,2011-03-25 13:54:00,United Kingdom,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,1,3.75,3.75,2011-03-25 13:54:00,4184
547811,17368.0,2011-03-25 14:01:00,United Kingdom,22537,MAGIC DRAWING SLATE DINOSAUR,48,0.42,20.16,2011-03-25 14:01:00,4185
547812,18102.0,2011-03-25 14:06:00,United Kingdom,82484,WOOD BLACK BOARD ANT WHITE FINISH,300,6.45,1935.0,2011-03-25 14:06:00,4186
547814,13452.0,2011-03-25 14:19:00,United Kingdom,22656,VINTAGE BLUE KITCHEN CABINET,1,125.0,125.0,2011-03-25 14:19:00,4187
547815,13520.0,2011-03-25 14:19:00,Switzerland,22554,PLASTERS IN TIN WOODLAND ANIMALS,36,1.65,59.4,2011-03-25 14:19:00,4187
547816,12748.0,2011-03-25 14:30:00,United Kingdom,22443,GROW YOUR OWN HERBS SET OF 3,1,7.95,7.95,2011-03-25 14:30:00,4188
547817,17946.0,2011-03-25 14:34:00,United Kingdom,22663,JUMBO BAG DOLLY GIRL DESIGN,3,1.95,5.85,2011-03-25 14:34:00,4189
547818,12748.0,2011-03-25 14:39:00,United Kingdom,22460,EMBOSSED GLASS TEALIGHT HOLDER,4,1.25,5.0,2011-03-25 14:39:00,4190
547819,12748.0,2011-03-25 14:45:00,United Kingdom,85053,FRENCH ENAMEL CANDLEHOLDER,5,2.1,10.5,2011-03-25 14:45:00,4191
547820,13743.0,2011-03-25 14:46:00,United Kingdom,22560,TRADITIONAL MODELLING CLAY,24,1.25,30.0,2011-03-25 14:46:00,4192
547821,12621.0,2011-03-25 14:50:00,Germany,23159,SET OF 5 PANCAKE DAY MAGNETS,120,2.08,249.60000000000002,2011-03-25 14:50:00,4193
547822,12668.0,2011-03-25 14:53:00,Germany,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,12,2.55,30.599999999999998,2011-03-25 14:53:00,4194
547825,12778.0,2011-03-25 15:01:00,Netherlands,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,36,1.25,45.0,2011-03-25 15:01:00,4195
547826,18078.0,2011-03-25 15:08:00,United Kingdom,22412,METAL SIGN NEIGHBOURHOOD WITCH ,12,2.1,25.200000000000003,2011-03-25 15:08:00,4196
547828,16618.0,2011-03-25 15:18:00,United Kingdom,84978,HANGING HEART JAR T-LIGHT HOLDER,36,1.25,45.0,2011-03-25 15:18:00,4197
547829,16081.0,2011-03-25 15:24:00,United Kingdom,21389,IVORY HANGING DECORATION  BIRD,24,0.85,20.4,2011-03-25 15:24:00,4198
547832,17511.0,2011-03-25 16:25:00,United Kingdom,22499,WOODEN UNION JACK BUNTING,48,5.95,285.6,2011-03-25 16:25:00,4199
547833,16780.0,2011-03-25 17:34:00,United Kingdom,22423,REGENCY CAKESTAND 3 TIER,1,10.95,10.95,2011-03-25 17:34:00,4200
547834,17937.0,2011-03-27 10:16:00,United Kingdom,22622,BOX OF VINTAGE ALPHABET BLOCKS,24,9.95,238.79999999999998,2011-03-27 10:16:00,4201
547835,15465.0,2011-03-27 10:18:00,United Kingdom,22423,REGENCY CAKESTAND 3 TIER,32,10.95,350.4,2011-03-27 10:18:00,4202
547837,17243.0,2011-03-27 10:26:00,United Kingdom,82484,WOOD BLACK BOARD ANT WHITE FINISH,4,6.45,25.8,2011-03-27 10:26:00,4203
547839,12916.0,2011-03-27 10:54:00,United Kingdom,85066,CREAM SWEETHEART MINI CHEST,6,12.75,76.5,2011-03-27 10:54:00,4204
547840,15133.0,2011-03-27 10:56:00,United Kingdom,84951B,SET OF 4 BLACK LOVEBIRD COASTERS,60,2.55,153.0,2011-03-27 10:56:00,4205
547841,16923.0,2011-03-27 11:02:00,United Kingdom,22557,PLASTERS IN TIN VINTAGE PAISLEY ,1,1.65,1.65,2011-03-27 11:02:00,4206
547842,13875.0,2011-03-27 11:14:00,United Kingdom,22241,GARLAND WOODEN HAPPY EASTER,24,1.25,30.0,2011-03-27 11:14:00,4207
547843,18273.0,2011-03-27 11:22:00,United Kingdom,79302M,"ART LIGHTS,FUNK MONKEY",20,2.95,59.0,2011-03-27 11:22:00,4208
547844,15045.0,2011-03-27 11:44:00,United Kingdom,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,12,8.5,102.0,2011-03-27 11:44:00,4209
547845,16434.0,2011-03-27 11:51:00,United Kingdom,84946,ANTIQUE SILVER TEA GLASS ETCHED,12,1.25,15.0,2011-03-27 11:51:00,4210
547846,18071.0,2011-03-27 11:59:00,United Kingdom,84946,ANTIQUE SILVER TEA GLASS ETCHED,36,1.25,45.0,2011-03-27 11:59:00,4211
